Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
03/24/2020,ECOZ,AAPL,037833100,APPLE INC,272.00,224.370000,61028.64,3.13%,1952740.00,100000,4,
03/24/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,292.00,64.500000,18834.00,0.96%,1952740.00,100000,4,
03/24/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,360.00,73.930000,26614.80,1.36%,1952740.00,100000,4,
03/24/2020,ECOZ,ABT,002824100,ABBOTT LABS,552.00,62.820000,34676.64,1.78%,1952740.00,100000,4,
03/24/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,100.00,143.690000,14369.00,0.74%,1952740.00,100000,4,
03/24/2020,ECOZ,ADBE,00724F101,ADOBE INC,92.00,307.270000,28268.84,1.45%,1952740.00,100000,4,
03/24/2020,ECOZ,ADP,053015103,AUTOMATIC DATA PROCESSING INC COM,76.00,109.070000,8289.32,0.42%,1952740.00,100000,4,
03/24/2020,ECOZ,AFL,001055102,AFLAC INC,420.00,25.690000,10789.80,0.55%,1952740.00,100000,4,
03/24/2020,ECOZ,ALL,020002101,ALLSTATE CORP,284.00,73.230000,20797.32,1.07%,1952740.00,100000,4,
03/24/2020,ECOZ,AMGN,031162100,AMGEN INC,92.00,185.930000,17105.56,0.88%,1952740.00,100000,4,
03/24/2020,ECOZ,AMZN,023135106,AMAZON COM INC,24.00,1902.830000,45667.92,2.34%,1952740.00,100000,4,
03/24/2020,ECOZ,AVB,053484101,AVALONBAY CMNTYS INC,84.00,121.080000,10170.72,0.52%,1952740.00,100000,4,
03/24/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,220.00,68.960000,15171.20,0.78%,1952740.00,100000,4,
03/24/2020,ECOZ,BAX,071813109,BAXTER INTL INC,516.00,71.810000,37053.96,1.90%,1952740.00,100000,4,
03/24/2020,ECOZ,BLK,09247X101,BLACKROCK INC,68.00,327.420000,22264.56,1.14%,1952740.00,100000,4,
03/24/2020,ECOZ,BLL,058498106,BALL CORP,344.00,51.940000,17867.36,0.91%,1952740.00,100000,4,
03/24/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,524.00,46.400000,24313.60,1.25%,1952740.00,100000,4,
03/24/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,232.00,57.550000,13351.60,0.68%,1952740.00,100000,4,
03/24/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,368.00,76.540000,28166.72,1.44%,1952740.00,100000,4,
03/24/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,440.00,29.830000,13125.20,0.67%,1952740.00,100000,4,
03/24/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,356.00,60.470000,21527.32,1.10%,1952740.00,100000,4,
03/24/2020,ECOZ,CLX,189054109,CLOROX CO DEL,200.00,170.140000,34028.00,1.74%,1952740.00,100000,4,
03/24/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,138.00,285.530000,39403.14,2.02%,1952740.00,100000,4,
03/24/2020,ECOZ,CPB,134429109,CAMPBELL SOUP CO,197.00,42.930000,8457.21,0.43%,1952740.00,100000,4,
03/24/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,144.00,140.520000,20234.88,1.04%,1952740.00,100000,4,
03/24/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,364.00,121.600000,44262.40,2.27%,1952740.00,100000,4,
03/24/2020,ECOZ,DIS,254687106,DISNEY WALT CO,420.00,85.760000,36019.20,1.84%,1952740.00,100000,4,
03/24/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,364.00,95.470000,34751.08,1.78%,1952740.00,100000,4,
03/24/2020,ECOZ,EIX,281020107,EDISON INTL,444.00,44.470000,19744.68,1.01%,1952740.00,100000,4,
03/24/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,416.00,62.230000,25887.68,1.33%,1952740.00,100000,4,
03/24/2020,ECOZ,EXC,30161N101,EXELON CORP,276.00,29.980000,8274.48,0.42%,1952740.00,100000,4,
03/24/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,172.00,72.610000,12488.92,0.64%,1952740.00,100000,4,
03/24/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,56.00,1054.130000,59031.28,3.02%,1952740.00,100000,4,
03/24/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,108.00,134.970000,14576.76,0.75%,1952740.00,100000,4,
03/24/2020,ECOZ,GWW,384802104,GRAINGER W W INC,176.00,209.490000,36870.24,1.89%,1952740.00,100000,4,
