Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,1332121.24,50000.000,26.64,0.40,1.53,26.93,0.29,1.09,1.08,05/05/2020,0.39
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2492115.62,100000.000,24.92,0.35,1.44,24.94,0.38,1.53,0.06,05/05/2020,0.40
