Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11396091.34,475000.000,23.99,0.21,0.88,24.00,0.29,1.22,0.05,10/29/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3688570.80,150000.000,24.59,0.24,0.97,24.65,0.29,1.20,0.23,10/29/2020,0.39
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,17785524.66,450000.000,39.52,0.10,0.26,39.59,0.16,0.42,0.16,10/29/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,5919153.14,225000.000,26.31,0.24,0.91,26.36,0.30,1.17,0.20,10/29/2020,0.51
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6108170.15,200000.000,30.54,0.28,0.94,30.62,0.34,1.12,0.25,10/29/2020,0.10
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8186999.98,325000.000,25.19,0.29,1.17,25.17,0.29,1.18,-0.07,10/29/2020,0.39
