Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,590367.98,25000.000,23.61,0.79,3.47,23.63,0.72,3.16,0.07,04/08/2020,0.94
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,1777479.92,75000.000,23.70,0.66,2.87,23.71,0.59,2.57,0.02,04/08/2020,0.73
