Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11298985.70,475000.000,23.79,-0.20,-0.85,23.64,-0.37,-1.54,-0.64,10/30/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3657364.20,150000.000,24.38,-0.21,-0.85,24.26,-0.39,-1.57,-0.50,10/30/2020,0.39
TrueShares Structured Outcome November ETF,NVMZ,53656F680,25.00,1.000,25.00,,,25.00,,,0.00,10/30/2020,
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,17183474.65,450000.000,38.19,-1.34,-3.39,38.06,-1.52,-3.85,-0.32,10/30/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,5869629.01,225000.000,26.09,-0.22,-0.84,25.99,-0.37,-1.41,-0.37,10/30/2020,0.51
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5958260.05,200000.000,29.79,-0.75,-2.45,29.71,-0.91,-2.96,-0.27,10/30/2020,0.12
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8095806.08,325000.000,24.91,-0.28,-1.11,24.81,-0.37,-1.45,-0.41,10/30/2020,0.39
