Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2029554.90,100000.000,20.30,1.68,9.02,20.38,1.55,8.21,0.42,03/17/2020,0.60
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2192021.03,100000.000,21.92,1.22,5.89,21.92,1.02,4.89,0.00,03/17/2020,0.55
