Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,11770156.18,475000.000,24.78,0.44,1.80,24.70,0.37,1.51,-0.32,11/04/2020,0.40
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3804423.11,150000.000,25.36,0.41,1.64,25.36,0.37,1.50,-0.03,11/04/2020,0.39
TrueShares Structured Outcome November ETF,NVMZ,53656F680,2579263.65,100000.000,25.79,0.45,1.78,25.78,0.39,1.52,-0.06,11/04/2020,0.38
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18363529.79,450000.000,40.81,2.44,6.35,40.81,2.42,6.29,0.02,11/04/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6108745.24,225000.000,27.15,0.47,1.76,27.14,0.41,1.55,-0.03,11/04/2020,0.52
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6313757.90,200000.000,31.57,0.90,2.94,31.56,0.84,2.73,-0.03,11/04/2020,0.12
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8428759.43,325000.000,25.93,0.44,1.72,25.90,0.39,1.52,-0.12,11/04/2020,0.42
