Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11820731.56,325000.000,36.37,0.18,0.49,36.32,0.14,0.39,-0.14,07/31/2020,0.39
TrueShares Structured Outcome July ETF,JULZ,53656F664,5846250.85,225000.000,25.98,0.16,0.62,25.97,0.13,0.51,-0.05,07/31/2020,0.39
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5069388.90,175000.000,28.97,0.15,0.51,28.93,0.11,0.39,-0.14,07/31/2020,0.52
TrueShares Structured Outcome August ETF,AUGZ,53656F722,25.00,1.000,25.00,,,25.00,,,0.00,07/31/2020,
