Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
11/17/2020,AUGZ,2SPY  210730C00328670,2SPY  210730C00328670,SPY 7/30/2021 328.67 C,205.00,46.474553,952728.34,10.83%,8795215.00,325000,13,
11/17/2020,AUGZ,2SPY  210730P00295800,2SPY  210730P00295800,SPY 7/30/2021 295.80 P,-274.00,9.316147,-255262.43,-2.90%,8795215.00,325000,13,
11/17/2020,AUGZ,912796UC1,912796UC1,UNITED STATES TREAS BILLS,8107000.00,99.985200,8105800.16,92.16%,8795215.00,325000,13,
11/17/2020,AUGZ,Cash&Other,Cash&Other,Cash & Other,-8240.87,1.000000,-8240.87,-0.09%,8795215.00,325000,13,Y
11/17/2020,ECOZ,AAPL,037833100,APPLE INC,1383.00,120.300000,166374.90,2.55%,6526280.00,200000,8,
11/17/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,377.00,98.360000,37081.72,0.57%,6526280.00,200000,8,
11/17/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,889.00,109.010000,96909.89,1.48%,6526280.00,200000,8,
11/17/2020,ECOZ,ABT,002824100,ABBOTT LABS,1273.00,113.670000,144701.91,2.22%,6526280.00,200000,8,
11/17/2020,ECOZ,ADBE,00724F101,ADOBE SYSTEMS INCORPORATED,243.00,460.950000,112010.85,1.72%,6526280.00,200000,8,
11/17/2020,ECOZ,ALL,020002101,ALLSTATE CORP,283.00,98.060000,27750.98,0.43%,6526280.00,200000,8,
11/17/2020,ECOZ,AMD,007903107,ADVANCED MICRO DEVICES INC,801.00,83.730000,67067.73,1.03%,6526280.00,200000,8,
11/17/2020,ECOZ,AMGN,031162100,AMGEN INC,184.00,236.660000,43545.44,0.67%,6526280.00,200000,8,
11/17/2020,ECOZ,AMZN,023135106,AMAZON COM INC,64.00,3131.060000,200387.84,3.07%,6526280.00,200000,8,
