Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11260340.54,325000.000,34.65,-0.72,-2.02,34.69,-0.66,-1.87,0.13,08/11/2020,0.33
TrueShares Structured Outcome July ETF,JULZ,53656F664,5935744.86,225000.000,26.38,-0.17,-0.65,26.42,-0.16,-0.61,0.16,08/11/2020,0.39
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5131576.81,175000.000,29.32,-0.34,-1.14,29.33,-0.34,-1.16,0.01,08/11/2020,0.52
TrueShares Structured Outcome August ETF,AUGZ,53656F722,7560730.04,300000.000,25.20,-0.16,-0.63,25.24,-0.16,-0.62,0.14,08/11/2020,0.39
