Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2147342.00,100000.000,21.47,1.31,6.51,21.39,0.59,2.82,-0.41,03/13/2020,0.56
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2326520.51,100000.000,23.27,1.79,8.34,23.07,0.93,4.20,-0.84,03/13/2020,0.49
