Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,9459843.51,275000.000,34.40,-0.07,-0.20,34.40,-0.08,-0.22,0.01,07/15/2020,0.31
TrueShares Structured Outcome July ETF,JULZ,53656F664,5139062.30,200000.000,25.70,0.19,0.74,25.73,0.27,1.04,0.12,07/15/2020,0.40
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5004167.55,175000.000,28.60,0.22,0.76,28.60,0.20,0.70,0.01,07/15/2020,0.37
