Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11774845.86,325000.000,36.23,0.01,0.04,36.27,0.02,0.05,0.11,08/19/2020,0.28
TrueShares Structured Outcome July ETF,JULZ,53656F664,5995459.26,225000.000,26.65,-0.10,-0.37,26.66,-0.09,-0.33,0.06,08/19/2020,0.38
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5281403.15,175000.000,30.18,-0.09,-0.30,30.18,-0.07,-0.23,0.01,08/19/2020,0.17
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8904755.85,350000.000,25.44,-0.10,-0.37,25.50,-0.05,-0.18,0.24,08/19/2020,0.39
