Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Structured Outcome September ETF,SEPZ,53656F714,12024423.29,475000.000,25.31,-0.20,-0.77,25.22,-0.21,-0.83,-0.39,11/12/2020,0.42
TrueShares Structured Outcome October ETF,OCTZ,53656F698,3884955.11,150000.000,25.90,-0.21,-0.82,25.87,-0.22,-0.84,-0.11,11/12/2020,0.45
TrueShares Structured Outcome November ETF,NVMZ,53656F680,2635119.29,100000.000,26.35,-0.20,-0.76,26.32,-0.23,-0.86,-0.14,11/12/2020,0.38
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,18377920.93,450000.000,40.84,0.53,1.31,40.79,0.51,1.26,-0.13,11/12/2020,0.32
TrueShares Structured Outcome July ETF,JULZ,53656F664,6245160.87,225000.000,27.76,-0.22,-0.79,27.72,-0.25,-0.90,-0.13,11/12/2020,0.52
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,6415899.61,200000.000,32.08,-0.30,-0.93,32.06,-0.30,-0.94,-0.06,11/12/2020,0.13
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8611695.06,325000.000,26.50,-0.23,-0.85,26.45,-0.23,-0.85,-0.17,11/12/2020,0.44
