Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
04/20/2020,ECOZ,AAPL,037833100,APPLE INC,272.00,282.800000,76921.60,3.08%,2501470.00,100000,4,
04/20/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,292.00,83.450000,24367.40,0.97%,2501470.00,100000,4,
04/20/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,360.00,89.190000,32108.40,1.28%,2501470.00,100000,4,
04/20/2020,ECOZ,ABT,002824100,ABBOTT LABS,637.00,96.010000,61158.37,2.44%,2501470.00,100000,4,
04/20/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,100.00,175.090000,17509.00,0.70%,2501470.00,100000,4,
04/20/2020,ECOZ,ADBE,00724F101,ADOBE INC,92.00,344.110000,31658.12,1.27%,2501470.00,100000,4,
04/20/2020,ECOZ,ADP,053015103,AUTOMATIC DATA PROCESSING INC COM,76.00,141.080000,10722.08,0.43%,2501470.00,100000,4,
04/20/2020,ECOZ,AFL,001055102,AFLAC INC,420.00,36.480000,15321.60,0.61%,2501470.00,100000,4,
04/20/2020,ECOZ,ALL,020002101,ALLSTATE CORP,284.00,104.920000,29797.28,1.19%,2501470.00,100000,4,
04/20/2020,ECOZ,AMGN,031162100,AMGEN INC,92.00,234.970000,21617.24,0.86%,2501470.00,100000,4,
04/20/2020,ECOZ,AMZN,023135106,AMAZON COM INC,30.00,2375.000000,71250.00,2.85%,2501470.00,100000,4,
04/20/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,220.00,87.390000,19225.80,0.77%,2501470.00,100000,4,
04/20/2020,ECOZ,BAX,071813109,BAXTER INTL INC,516.00,92.950000,47962.20,1.92%,2501470.00,100000,4,
04/20/2020,ECOZ,BLK,09247X101,BLACKROCK INC,68.00,476.870000,32427.16,1.30%,2501470.00,100000,4,
04/20/2020,ECOZ,BLL,058498106,BALL CORP,344.00,70.200000,24148.80,0.97%,2501470.00,100000,4,
04/20/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,524.00,60.600000,31754.40,1.27%,2501470.00,100000,4,
04/20/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,232.00,76.910000,17843.12,0.71%,2501470.00,100000,4,
04/20/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,433.00,102.000000,44166.00,1.77%,2501470.00,100000,4,
04/20/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,440.00,44.500000,19580.00,0.78%,2501470.00,100000,4,
04/20/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,356.00,73.420000,26137.52,1.04%,2501470.00,100000,4,
04/20/2020,ECOZ,CLX,189054109,CLOROX CO DEL,230.00,193.500000,44505.00,1.78%,2501470.00,100000,4,
