Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueShares Technology AI & Deep Learning ETF,LRNZ,53656F821,11770538.32,325000.000,36.22,0.38,1.07,36.25,0.36,1.01,0.10,08/18/2020,0.28
TrueShares Structured Outcome July ETF,JULZ,53656F664,6017582.60,225000.000,26.74,0.04,0.15,26.75,0.04,0.15,0.02,08/18/2020,0.38
TrueShares ESG Active Opportunities ETF,ECOZ,53656F813,5297310.14,175000.000,30.27,0.12,0.39,30.25,0.10,0.32,-0.06,08/18/2020,0.49
TrueShares Structured Outcome August ETF,AUGZ,53656F722,8938077.70,350000.000,25.54,0.02,0.09,25.55,0.02,0.09,0.05,08/18/2020,0.39
