Date,Account,StockTicker,CUSIP,SecurityName,Shares,Price,MarketValue,Weightings,NetAssets,SharesOutstanding,CreationUnits,MoneyMarketFlag
04/17/2020,ECOZ,AAPL,037833100,APPLE INC,272.00,286.690000,77979.68,3.18%,2451900.00,100000,4,
04/17/2020,ECOZ,ABBV,00287Y109,ABBVIE INC,292.00,81.860000,23903.12,0.97%,2451900.00,100000,4,
04/17/2020,ECOZ,ABC,03073E105,AMERISOURCEBERGEN CORP,360.00,86.280000,31060.80,1.27%,2451900.00,100000,4,
04/17/2020,ECOZ,ABT,002824100,ABBOTT LABS,637.00,96.000000,61152.00,2.49%,2451900.00,100000,4,
04/17/2020,ECOZ,ACN,G1151C101,ACCENTURE PLC IRELAND,100.00,167.950000,16795.00,0.68%,2451900.00,100000,4,
04/17/2020,ECOZ,ADBE,00724F101,ADOBE INC,92.00,342.700000,31528.40,1.29%,2451900.00,100000,4,
04/17/2020,ECOZ,ADP,053015103,AUTOMATIC DATA PROCESSING INC COM,76.00,136.920000,10405.92,0.42%,2451900.00,100000,4,
04/17/2020,ECOZ,AFL,001055102,AFLAC INC,420.00,35.040000,14716.80,0.60%,2451900.00,100000,4,
04/17/2020,ECOZ,ALL,020002101,ALLSTATE CORP,284.00,99.930000,28380.12,1.16%,2451900.00,100000,4,
04/17/2020,ECOZ,AMGN,031162100,AMGEN INC,92.00,230.900000,21242.80,0.87%,2451900.00,100000,4,
04/17/2020,ECOZ,AMZN,023135106,AMAZON COM INC,30.00,2408.190000,72245.70,2.95%,2451900.00,100000,4,
04/17/2020,ECOZ,AXP,025816109,AMERICAN EXPRESS CO,220.00,81.350000,17897.00,0.73%,2451900.00,100000,4,
04/17/2020,ECOZ,BAX,071813109,BAXTER INTL INC,516.00,90.530000,46713.48,1.91%,2451900.00,100000,4,
04/17/2020,ECOZ,BLK,09247X101,BLACKROCK INC,68.00,458.990000,31211.32,1.27%,2451900.00,100000,4,
04/17/2020,ECOZ,BLL,058498106,BALL CORP,344.00,67.800000,23323.20,0.95%,2451900.00,100000,4,
04/17/2020,ECOZ,BMY,110122108,BRISTOL-MYERS SQUIBB CO,524.00,59.560000,31209.44,1.27%,2451900.00,100000,4,
04/17/2020,ECOZ,BYND,08862E109,BEYOND MEAT INC,232.00,74.820000,17358.24,0.71%,2451900.00,100000,4,
04/17/2020,ECOZ,CBOE,12503M108,CBOE GLOBAL MARKETS INC,433.00,97.940000,42408.02,1.73%,2451900.00,100000,4,
04/17/2020,ECOZ,CBRE,12504L109,CBRE GROUP INC,440.00,42.540000,18717.60,0.76%,2451900.00,100000,4,
04/17/2020,ECOZ,CL,194162103,COLGATE PALMOLIVE CO,356.00,72.400000,25774.40,1.05%,2451900.00,100000,4,
04/17/2020,ECOZ,CLX,189054109,CLOROX CO DEL,230.00,196.490000,45192.70,1.84%,2451900.00,100000,4,
04/17/2020,ECOZ,COST,22160K105,COSTCO WHSL CORP NEW,157.00,321.560000,50484.92,2.06%,2451900.00,100000,4,
04/17/2020,ECOZ,CPB,134429109,CAMPBELL SOUP CO,197.00,51.110000,10068.67,0.41%,2451900.00,100000,4,
04/17/2020,ECOZ,CRM,79466L302,SALESFORCE COM INC,144.00,157.060000,22616.64,0.92%,2451900.00,100000,4,
04/17/2020,ECOZ,CTXS,177376100,CITRIX SYS INC,364.00,150.560000,54803.84,2.24%,2451900.00,100000,4,
04/17/2020,ECOZ,DIS,254687106,DISNEY WALT CO,420.00,102.020000,42848.40,1.75%,2451900.00,100000,4,
04/17/2020,ECOZ,EA,285512109,ELECTRONIC ARTS INC,364.00,118.100000,42988.40,1.75%,2451900.00,100000,4,
04/17/2020,ECOZ,EIX,281020107,EDISON INTL,444.00,59.820000,26560.08,1.08%,2451900.00,100000,4,
04/17/2020,ECOZ,ENPH,29355A107,ENPHASE ENERGY INC,596.00,38.790000,23118.84,0.94%,2451900.00,100000,4,
04/17/2020,ECOZ,ES,30040W108,EVERSOURCE ENERGY,416.00,89.790000,37352.64,1.52%,2451900.00,100000,4,
04/17/2020,ECOZ,EXC,30161N101,EXELON CORP,276.00,37.100000,10239.60,0.42%,2451900.00,100000,4,
04/17/2020,ECOZ,GILD,375558103,GILEAD SCIENCES INC,301.00,76.540000,23038.54,0.94%,2451900.00,100000,4,
04/17/2020,ECOZ,GOOGL,02079K305,ALPHABET INC,56.00,1257.430000,70416.08,2.87%,2451900.00,100000,4,
04/17/2020,ECOZ,GS,38141G104,GOLDMAN SACHS GROUP INC,108.00,177.040000,19120.32,0.78%,2451900.00,100000,4,
04/17/2020,ECOZ,GWW,384802104,GRAINGER W W INC,176.00,279.920000,49265.92,2.01%,2451900.00,100000,4,
04/17/2020,ECOZ,HD,437076102,HOME DEPOT INC,118.00,199.850000,23582.30,0.96%,2451900.00,100000,4,
04/17/2020,ECOZ,HSY,427866108,HERSHEY CO,80.00,145.450000,11636.00,0.47%,2451900.00,100000,4,
04/17/2020,ECOZ,IFF,459506101,INTERNATIONAL FLAVORS&FRAGRANC COM,304.00,119.890000,36446.56,1.49%,2451900.00,100000,4,
04/17/2020,ECOZ,INTU,461202103,INTUIT,92.00,257.440000,23684.48,0.97%,2451900.00,100000,4,
04/17/2020,ECOZ,IRM,46284V101,IRON MTN INC NEW,525.00,24.250000,12731.25,0.52%,2451900.00,100000,4,
04/17/2020,ECOZ,ITW,452308109,ILLINOIS TOOL WKS INC,108.00,153.320000,16558.56,0.68%,2451900.00,100000,4,
04/17/2020,ECOZ,JNJ,478160104,JOHNSON & JOHNSON,132.00,149.670000,19756.44,0.81%,2451900.00,100000,4,
04/17/2020,ECOZ,JPM,46625H100,JPMORGAN CHASE & CO.,358.00,87.330000,31264.14,1.28%,2451900.00,100000,4,
04/17/2020,ECOZ,LRCX,512807108,LAM RESEARCH CORP,128.00,270.710000,34650.88,1.41%,2451900.00,100000,4,
04/17/2020,ECOZ,MA,57636Q104,MASTERCARD INC,180.00,246.760000,44416.80,1.81%,2451900.00,100000,4,
04/17/2020,ECOZ,MCO,615369105,MOODYS CORP,140.00,234.710000,32859.40,1.34%,2451900.00,100000,4,
04/17/2020,ECOZ,MRK,58933Y105,MERCK & CO. INC,320.00,83.000000,26560.00,1.08%,2451900.00,100000,4,
04/17/2020,ECOZ,MSCI,55354G100,MSCI INC,92.00,309.400000,28464.80,1.16%,2451900.00,100000,4,
04/17/2020,ECOZ,MSFT,594918104,MICROSOFT CORP,472.00,177.040000,83562.88,3.41%,2451900.00,100000,4,
04/17/2020,ECOZ,MSI,620076307,MOTOROLA SOLUTIONS INC,132.00,152.750000,20163.00,0.82%,2451900.00,100000,4,
04/17/2020,ECOZ,NFLX,64110L106,NETFLIX INC,64.00,439.170000,28106.88,1.15%,2451900.00,100000,4,
04/17/2020,ECOZ,NKE,654106103,NIKE INC,280.00,86.300000,24164.00,0.99%,2451900.00,100000,4,
04/17/2020,ECOZ,NVDA,67066G104,NVIDIA CORP,120.00,294.700000,35364.00,1.44%,2451900.00,100000,4,
04/17/2020,ECOZ,PEP,713448108,PEPSICO INC,320.00,135.640000,43404.80,1.77%,2451900.00,100000,4,
04/17/2020,ECOZ,PLD,74340W103,PROLOGIS INC.,341.00,88.200000,30076.20,1.23%,2451900.00,100000,4,
04/17/2020,ECOZ,PYPL,70450Y103,PAYPAL HLDGS INC,172.00,108.310000,18629.32,0.76%,2451900.00,100000,4,
04/17/2020,ECOZ,QCOM,747525103,QUALCOMM INC,328.00,76.850000,25206.80,1.03%,2451900.00,100000,4,
04/17/2020,ECOZ,REGN,75886F107,REGENERON PHARMACEUTICALS,78.00,539.930000,42114.54,1.72%,2451900.00,100000,4,
04/17/2020,ECOZ,ROK,773903109,ROCKWELL AUTOMATION INC,132.00,158.950000,20981.40,0.86%,2451900.00,100000,4,
04/17/2020,ECOZ,SBUX,855244109,STARBUCKS CORP,476.00,73.510000,34990.76,1.43%,2451900.00,100000,4,
04/17/2020,ECOZ,SJM,832696405,SMUCKER J M CO,153.00,121.130000,18532.89,0.76%,2451900.00,100000,4,
04/17/2020,ECOZ,SPGI,78409V104,S&P Global Inc,116.00,274.550000,31847.80,1.30%,2451900.00,100000,4,
04/17/2020,ECOZ,SQ,852234103,SQUARE INC,554.00,57.320000,31755.28,1.30%,2451900.00,100000,4,
04/17/2020,ECOZ,T,00206R102,AT&T INC,524.00,30.160000,15803.84,0.64%,2451900.00,100000,4,
04/17/2020,ECOZ,TJX,872540109,TJX COS INC NEW,540.00,46.450000,25083.00,1.02%,2451900.00,100000,4,
04/17/2020,ECOZ,TSCO,892356106,TRACTOR SUPPLY CO,248.00,91.200000,22617.60,0.92%,2451900.00,100000,4,
04/17/2020,ECOZ,TSLA,88160R101,TESLA INC,36.00,745.210000,26827.56,1.09%,2451900.00,100000,4,
04/17/2020,ECOZ,UNH,91324P102,UNITEDHEALTH GROUP INC,144.00,298.430000,42973.92,1.75%,2451900.00,100000,4,
04/17/2020,ECOZ,UNP,907818108,UNION PAC CORP,272.00,143.990000,39165.28,1.60%,2451900.00,100000,4,
04/17/2020,ECOZ,UPS,911312106,UNITED PARCEL SERVICE INC,344.00,102.220000,35163.68,1.43%,2451900.00,100000,4,
04/17/2020,ECOZ,V,92826C839,VISA INC,124.00,162.420000,20140.08,0.82%,2451900.00,100000,4,
04/17/2020,ECOZ,VAR,92220P105,VARIAN MED SYS INC,237.00,108.380000,25686.06,1.05%,2451900.00,100000,4,
04/17/2020,ECOZ,VMW,928563402,VMWARE INC,276.00,135.300000,37342.80,1.52%,2451900.00,100000,4,
04/17/2020,ECOZ,VRSN,92343E102,VERISIGN INC,128.00,206.120000,26383.36,1.08%,2451900.00,100000,4,
04/17/2020,ECOZ,VZ,92343V104,VERIZON COMMUNICATIONS INC,794.00,57.660000,45782.04,1.87%,2451900.00,100000,4,
04/17/2020,ECOZ,Cash&Other,Cash&Other,Cash & Other,85195.70,1.000000,85195.70,3.47%,2451900.00,100000,4,Y
04/17/2020,LRNZ,AMD,007903107,ADVANCED MICRO DEVICES INC,600.00,56.950000,34170.00,5.41%,631300.00,25000,1,
04/17/2020,LRNZ,AMZN,023135106,AMAZON COM INC,12.00,2408.190000,28898.28,4.58%,631300.00,25000,1,
04/17/2020,LRNZ,CRM,79466L302,SALESFORCE COM INC,157.00,157.060000,24658.42,3.91%,631300.00,25000,1,
04/17/2020,LRNZ,CRWD,22788C105,CROWDSTRIKE HLDGS INC,474.00,63.450000,30075.30,4.76%,631300.00,25000,1,
04/17/2020,LRNZ,DDOG,23804L103,DATADOG INC,591.00,39.640000,23427.24,3.71%,631300.00,25000,1,
04/17/2020,LRNZ,ESTC,N14506104,ELASTIC N V,386.00,58.500000,22581.00,3.58%,631300.00,25000,1,
04/17/2020,LRNZ,GH,40131M109,GUARDANT HEALTH INC,349.00,69.320000,24192.68,3.83%,631300.00,25000,1,
04/17/2020,LRNZ,GOOG,02079K107,ALPHABET INC,21.00,1263.470000,26532.87,4.20%,631300.00,25000,1,
04/17/2020,LRNZ,INTC,458140100,INTEL CORP,450.00,60.790000,27355.50,4.33%,631300.00,25000,1,
04/17/2020,LRNZ,MSFT,594918104,MICROSOFT CORP,151.00,177.040000,26733.04,4.23%,631300.00,25000,1,
04/17/2020,LRNZ,NOW,81762P102,SERVICENOW INC,84.00,291.940000,24522.96,3.88%,631300.00,25000,1,
04/17/2020,LRNZ,NVDA,67066G104,NVIDIA CORP,92.00,294.700000,27112.40,4.29%,631300.00,25000,1,
04/17/2020,LRNZ,OKTA,679295105,OKTA INC,216.00,147.430000,31844.88,5.04%,631300.00,25000,1,
04/17/2020,LRNZ,PD,69553P100,PAGERDUTY INC,1392.00,19.720000,27450.24,4.35%,631300.00,25000,1,
04/17/2020,LRNZ,PLAN,03272L108,ANAPLAN INC,613.00,35.380000,21687.94,3.44%,631300.00,25000,1,
04/17/2020,LRNZ,SDGR,80810D103,SCHRODINGER INC,596.00,40.840000,24340.64,3.86%,631300.00,25000,1,
04/17/2020,LRNZ,TWLO,90138F102,TWILIO INC,243.00,103.630000,25182.09,3.99%,631300.00,25000,1,
04/17/2020,LRNZ,VRNS,922280102,VARONIS SYS INC,338.00,60.340000,20394.92,3.23%,631300.00,25000,1,
04/17/2020,LRNZ,XLNX,983919101,XILINX INC,309.00,89.610000,27689.49,4.39%,631300.00,25000,1,
04/17/2020,LRNZ,ZS,98980G102,ZSCALER INC,539.00,70.370000,37929.43,6.01%,631300.00,25000,1,
04/17/2020,LRNZ,Cash&Other,Cash&Other,Cash & Other,94268.81,1.000000,94268.81,14.93%,631300.00,25000,1,Y
