Fund Name,Fund Ticker,CUSIP,Net Assets,Shares Outstanding,NAV,NAV Change Dollars,NAV Change Percentage,Market Price,Market Price Change Dollars,Market Price Change Percentage,Premium/Discount,Rate Date,Median 30 Day Spread Percentage
TrueMark Technology AI & Deep Learning ETF,LRNZ,53656F821,2016037.00,100000.000,20.16,-1.62,-7.44,20.80,-1.10,-5.00,3.17,03/12/2020,0.49
TrueMark ESG Active Opportunities ETF,ECOZ,53656F813,2147354.20,100000.000,21.47,-2.05,-8.73,22.14,-1.53,-6.47,3.10,03/12/2020,0.42
